,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
685,CLRG,IQ Chaikin U.S. Large Cap ETF,G,N,N,100.0,Y,N
686,CLRO,"ClearOne, Inc. - Common Stock",S,N,N,100.0,N,N
687,CLSD,"Clearside Biomedical, Inc. - Common Stock",G,N,N,100.0,N,N
688,CLSK,"CleanSpark, Inc. - Common Stock",S,N,N,100.0,N,N
689,CLSN,Celsion Corporation - Common Stock,S,N,N,100.0,N,N
690,CLUB,"Town Sports International Holdings, Inc. - Common Stock",G,N,D,100.0,N,N
691,CLVS,"Clovis Oncology, Inc. - Common Stock",Q,N,N,100.0,N,N
692,CLWT,Euro Tech Holdings Company Limited - Ordinary Shares,S,N,N,100.0,N,N
693,CLXT,"Calyxt, Inc. - Common Stock",G,N,N,100.0,N,N
694,CMBM,Cambium Networks Corporation - Ordinary Shares,G,N,N,100.0,N,N
695,CMCO,Columbus McKinnon Corporation - Common Stock,Q,N,N,100.0,N,N
696,CMCSA,Comcast Corporation - Class A Common Stock,Q,N,N,100.0,N,N
697,CMCT,CIM Commercial Trust Corporation - Common Stock,G,N,N,100.0,N,N
698,CMCTP,CIM Commercial Trust Corporation - Series L Preferred Stock,G,N,N,100.0,N,N
699,CME,CME Group Inc. - Class A Common Stock,Q,N,N,100.0,N,N
700,CMFNL,"Investcorp Credit Management BDC, Inc. - 6.125% Notes due 2023",Q,N,N,100.0,N,N
701,CMLS,Cumulus Media Inc. - Class A Common Stock,G,N,N,100.0,N,N
702,CMPR,Cimpress plc - Ordinary Shares,Q,N,N,100.0,N,N
703,CMRX,"Chimerix, Inc. - Common Stock",G,N,N,100.0,N,N
704,CMTL,Comtech Telecommunications Corp. - Common Stock,Q,N,N,100.0,N,N
705,CNAT,Conatus Pharmaceuticals Inc. - Common Stock,S,N,D,100.0,N,N
706,CNBKA,"Century Bancorp, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
707,CNCE,"Concert Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
708,CNCR,Loncar Cancer Immunotherapy ETF,G,N,N,100.0,Y,N
709,CNDT,Conduent Incorporated - Common Stock,Q,N,N,100.0,N,N
710,CNET,"ChinaNet Online Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
711,CNFR,"Conifer Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
712,CNFRL,"Conifer Holdings, Inc. - Senior Unsecured Notes",G,N,N,100.0,N,N
713,CNNB,"Cincinnati Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
714,CNOB,"ConnectOne Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
715,CNSL,"Consolidated Communications Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
716,CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
717,CNST,"Constellation Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
718,CNTG,Centogene N.V. - Common Shares,G,N,N,100.0,N,N
719,CNTY,"Century Casinos, Inc. - Common Stock",S,N,N,100.0,N,N
720,CNXN,"PC Connection, Inc. - Common Stock",Q,N,N,100.0,N,N
721,COCP,"Cocrystal Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
722,CODA,"Coda Octopus Group, Inc. - Common stock",S,N,N,100.0,N,N
723,CODX,"Co-Diagnostics, Inc. - Common Stock",S,N,N,100.0,N,N
724,COFS,"ChoiceOne Financial Services, Inc. - Common Stock",S,N,N,100.0,N,N
725,COHR,"Coherent, Inc. - Common Stock",Q,N,N,100.0,N,N
726,COHU,"Cohu, Inc. - Common Stock",Q,N,N,100.0,N,N
727,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",Q,N,N,100.0,N,N
728,COLB,"Columbia Banking System, Inc. - Common Stock",Q,N,N,100.0,N,N
729,COLL,"Collegium Pharmaceutical, Inc. - Common Stock",Q,N,N,100.0,N,N
730,COLM,Columbia Sportswear Company - Common Stock,Q,N,N,100.0,N,N
731,COMM,"CommScope Holding Company, Inc. - Common Stock",Q,N,N,100.0,N,N
732,COMT,iShares Commodities Select Strategy ETF,G,N,N,100.0,Y,N
733,CONE,CyrusOne Inc - Common Stock,Q,N,N,100.0,N,N
734,CONN,"Conn's, Inc. - Common Stock",Q,N,N,100.0,N,N
735,COOP,Mr. Cooper Group Inc. - Common Stock,S,N,N,100.0,N,N
736,CORE,"Core-Mark Holding Company, Inc. - Common Stock",Q,N,N,100.0,N,N
737,CORT,Corcept Therapeutics Incorporated - Common Stock,S,N,N,100.0,N,N
738,CORV,Correvio Pharma Corp. - Ordinary Shares (Canada),S,N,D,100.0,N,N
739,COST,Costco Wholesale Corporation - Common Stock,Q,N,N,100.0,N,N
740,COUP,Coupa Software Incorporated - Common Stock,Q,N,N,100.0,N,N
741,COWN,Cowen Inc. - Class A Common Stock,Q,N,N,100.0,N,N
742,COWNL,Cowen Inc. - 7.75% Senior Notes due 2033,Q,N,N,100.0,N,N
743,COWNZ,Cowen Inc. - 7.35% Senior Notes Due 2027,Q,N,N,100.0,N,N
744,CPAA,Conyers Park II Acquisition Corp. - Class A Common Stock,S,N,N,100.0,N,N
745,CPAAU,Conyers Park II Acquisition Corp. - Unit,S,N,N,100.0,N,N
746,CPAAW,Conyers Park II Acquisition Corp. - Warrant,S,N,N,100.0,N,N
747,CPAH,CounterPath Corporation - Common Stock,S,N,D,100.0,N,N
748,CPHC,Canterbury Park Holding Corporation - Common Stock,G,N,N,100.0,N,N
749,CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,Q,N,N,100.0,N,N
750,CPLP,Capital Product Partners L.P. - common units representing limited partner interests,Q,N,N,100.0,N,N
751,CPRT,"Copart, Inc. - Common Stock",Q,N,N,100.0,N,N
752,CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
753,CPSH,CPS Technologies Corp. - Common Stock,S,N,N,100.0,N,N
754,CPSI,"Computer Programs and Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
755,CPSS,"Consumer Portfolio Services, Inc. - Common Stock",G,N,N,100.0,N,N
756,CPST,Capstone Turbine Corporation - Common Stock,S,N,N,100.0,N,N
757,CPTA,Capitala Finance Corp. - Common Stock,Q,N,N,100.0,N,N
758,CPTAG,Capitala Finance Corp. - 5.75% Convertible Notes Due 2022,S,N,N,100.0,N,N
759,CPTAL,Capitala Finance Corp. - 6% Notes Due 2022,Q,N,N,100.0,N,N
760,CPZ,Calamos Long/Short Equity &amp; Dynamic Income Trust - Common Stock,Q,N,N,100.0,N,N
761,CRAI,"CRA International,Inc. - Common Stock",Q,N,N,100.0,N,N
762,CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
763,CREE,"Cree, Inc. - Common Stock",Q,N,N,100.0,N,N
764,CREG,China Recycling Energy Corporation - Common Stock,S,N,N,100.0,N,N
765,CRESY,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",Q,N,N,100.0,N,N
766,CREX,"Creative Realities, Inc. - Common Stock",S,N,N,100.0,N,N
767,CREXW,"Creative Realities, Inc. - Warrant",S,N,N,100.0,N,N
768,CRIS,"Curis, Inc. - Common Stock",G,N,D,100.0,N,N
769,CRMT,"America's Car-Mart, Inc. - Common Stock",Q,N,N,100.0,N,N
770,CRNC,Cerence Inc. - Common Stock,Q,N,N,100.0,N,N
771,CRNT,Ceragon Networks Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
772,CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
773,CRON,Cronos Group Inc. - Common Share,G,N,N,100.0,N,N
774,CROX,"Crocs, Inc. - Common Stock",Q,N,N,100.0,N,N
775,CRSA,Crescent Acquisition Corp - Class A Common Stock,S,N,N,100.0,N,N
776,CRSAU,Crescent Acquisition Corp - Unit,S,N,N,100.0,N,N
777,CRSAW,Crescent Acquisition Corp - Warrant,S,N,N,100.0,N,N
778,CRSP,CRISPR Therapeutics AG - Common Shares,G,N,N,100.0,N,N
779,CRTO,Criteo S.A. - American Depositary Shares,Q,N,N,100.0,N,N
780,CRTX,"Cortexyme, Inc. - Common Stock",Q,N,N,100.0,N,N
781,CRUS,"Cirrus Logic, Inc. - Common Stock",Q,N,N,100.0,N,N
782,CRVL,CorVel Corp. - Common Stock,Q,N,N,100.0,N,N
783,CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
784,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
785,CRWS,"Crown Crafts, Inc. - Common Stock",S,N,N,100.0,N,N
786,CSA,VictoryShares US Small Cap Volatility Wtd ETF,G,N,N,100.0,Y,N
787,CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,G,N,N,100.0,Y,N
788,CSBR,"Champions Oncology, Inc. - Common Stock",S,N,N,100.0,N,N
789,CSCO,"Cisco Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
790,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,G,N,N,100.0,Y,N
791,CSFL,CenterState Bank Corporation - Common Stock,Q,N,N,100.0,N,N
792,CSGP,"CoStar Group, Inc. - Common Stock",Q,N,N,100.0,N,N
793,CSGS,"CSG Systems International, Inc. - Common Stock",Q,N,N,100.0,N,N
794,CSII,"Cardiovascular Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
795,CSIQ,Canadian Solar Inc. - common shares,Q,N,N,100.0,N,N
796,CSML,IQ Chaikin U.S. Small Cap ETF,G,N,N,100.0,Y,N
797,CSOD,"Cornerstone OnDemand, Inc. - Common Stock",Q,N,N,100.0,N,N
798,CSPI,CSP Inc. - Common Stock,G,N,N,100.0,N,N
799,CSQ,Calamos Strategic Total Return Fund - Common Stock,Q,N,N,100.0,N,N
800,CSSE,"Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock",G,N,N,100.0,N,N
801,CSSEP,"Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100.0,N,N
802,CSTE,Caesarstone Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
803,CSTL,"Castle Biosciences, Inc. - Common stock",G,N,N,100.0,N,N
804,CSTR,"CapStar Financial Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
805,CSWC,Capital Southwest Corporation - Common Stock,Q,N,N,100.0,N,N
806,CSWCL,Capital Southwest Corporation - 5.95% Notes due 2022,Q,N,N,100.0,N,N
807,CSWI,"CSW Industrials, Inc. - Common Stock",Q,N,N,100.0,N,N
808,CSX,CSX Corporation - Common Stock,Q,N,N,100.0,N,N
809,CTAS,Cintas Corporation - Common Stock,Q,N,N,100.0,N,N
810,CTBI,"Community Trust Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
811,CTG,"Computer Task Group, Incorporated - Common Stock",Q,N,N,100.0,N,N
812,CTHR,Charles &amp; Colvard Ltd. - Common Stock,S,N,D,100.0,N,N
813,CTIB,Yunhong CTI Ltd. - Common Stock,S,N,D,100.0,N,N
814,CTIC,CTI BioPharma Corp. - Common Stock,S,N,N,100.0,N,N
815,CTMX,"CytomX Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
816,CTRC,Centric Brands Inc. - Common Stock,S,N,N,100.0,N,N
817,CTRE,"CareTrust REIT, Inc. - Common Stock",Q,N,N,100.0,N,N
818,CTRM,Castor Maritime Inc. - Common Shares,S,N,D,100.0,N,N
819,CTRN,"Citi Trends, Inc. - Common Stock",Q,N,N,100.0,N,N
820,CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,Q,N,N,100.0,N,N
821,CTSO,Cytosorbents Corporation - Common Stock,S,N,N,100.0,N,N
822,CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",S,N,D,100.0,N,N
823,CTXRW,"Citius Pharmaceuticals, Inc. - Warrant",S,N,N,100.0,N,N
824,CTXS,"Citrix Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
825,CUBA,"The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd",S,N,N,100.0,N,N
826,CUE,"Cue Biopharma, Inc. - Common Stock",S,N,N,100.0,N,N
827,CUI,"CUI Global, Inc. - Common Stock",S,N,D,100.0,N,N
828,CUTR,"Cutera, Inc. - Common Stock",Q,N,N,100.0,N,N
829,CVBF,CVB Financial Corporation - Common Stock,Q,N,N,100.0,N,N
830,CVCO,"Cavco Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
831,CVCY,Central Valley Community Bancorp - Common Stock,S,N,N,100.0,N,N
832,CVET,"Covetrus, Inc. - Common Stock",Q,N,N,100.0,N,N
833,CVGI,"Commercial Vehicle Group, Inc. - Common Stock",Q,N,N,100.0,N,N
834,CVGW,"Calavo Growers, Inc. - Common Stock",Q,N,N,100.0,N,N
835,CVLT,"Commvault Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
836,CVLY,"Codorus Valley Bancorp, Inc - Common Stock",G,N,N,100.0,N,N
837,CVTI,"Covenant Transportation Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
838,CVV,CVD Equipment Corporation - Common Stock,S,N,N,100.0,N,N
839,CWBC,Community West Bancshares - Common Stock,G,N,N,100.0,N,N
840,CWBR,"CohBar, Inc. - Common Stock",S,N,N,100.0,N,N
841,CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
842,CWST,"Casella Waste Systems, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
843,CXDC,China XD Plastics Company Limited - Common Stock,G,N,N,100.0,N,N
844,CXSE,WisdomTree China ex-State-Owned Enterprises Fund,G,N,N,100.0,Y,N
845,CYAD,Celyad SA - American Depositary Shares,G,N,N,100.0,N,N
846,CYAN,Cyanotech Corporation - Common Stock,S,N,N,100.0,N,N
847,CYBE,CyberOptics Corporation - Common Stock,G,N,N,100.0,N,N
848,CYBR,CyberArk Software Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
849,CYCC,"Cyclacel Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
850,CYCCP,"Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock",S,N,N,100.0,N,N
851,CYCN,"Cyclerion Therapeutics, Inc. - Common Stock ",Q,N,N,100.0,N,N
852,CYRN,CYREN Ltd. - Ordinary Shares,S,N,D,100.0,N,N
853,CYRX,"CryoPort, Inc. - Common Stock",S,N,N,100.0,N,N
854,CYRXW,"CryoPort, Inc. - Warrants",S,N,N,100.0,N,N
855,CYTK,"Cytokinetics, Incorporated - Common Stock",Q,N,N,100.0,N,N
856,CZNC,Citizens &amp; Northern Corp - Common Stock,S,N,N,100.0,N,N
857,CZR,Caesars Entertainment Corporation - Common Stock,Q,N,N,100.0,N,N
858,CZWI,"Citizens Community Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
859,DAIO,Data I/O Corporation - Common Stock,S,N,N,100.0,N,N
860,DAKT,"Daktronics, Inc. - Common Stock",Q,N,N,100.0,N,N
861,DALI,First Trust DorseyWright DALI 1 ETF,G,N,N,100.0,Y,N
862,DARE,"Dare Bioscience, Inc. - Common Stock",S,N,N,100.0,N,N
863,DAX,Global X DAX Germany ETF,G,N,N,100.0,Y,N
864,DBVT,DBV Technologies S.A. - American Depositary Shares,Q,N,N,100.0,N,N
865,DBX,"Dropbox, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
866,DCAR,"DropCar, Inc. - Common Stock",S,N,D,100.0,N,N
867,DCOM,"Dime Community Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
868,DCOMP,"Dime Community Bancshares, Inc. - 5.50% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",S,N,N,100.0,N,N
869,DCPH,"Deciphera Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
870,DCTH,"Delcath Systems, Inc. - Common Stock",S,N,N,100.0,N,N
871,DDIV,First Trust Dorsey Wright Momentum &amp; Dividend ETF,G,N,N,100.0,Y,N
872,DDOG,"Datadog, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
873,DENN,Denny's Corporation - Common Stock,S,N,N,100.0,N,N
874,DFFN,Diffusion Pharmaceuticals Inc. - Common Stock,S,N,D,100.0,N,N
875,DFNL,Davis Select Financial ETF,G,N,N,100.0,Y,N
876,DFPH,DFP Healthcare Acquisitions Corp. - Class A Common Stock,S,N,N,100.0,N,N
877,DFPHU,DFP Healthcare Acquisitions Corp. - Unit,S,N,N,100.0,N,N
878,DFPHW,DFP Healthcare Acquisitions Corp. - Warrant,S,N,N,100.0,N,N
879,DGICA,"Donegal Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
880,DGICB,"Donegal Group, Inc. - Class B Common Stock",Q,N,N,100.0,N,N
881,DGII,Digi International Inc. - Common Stock,Q,N,N,100.0,N,N
882,DGLD,Credit Suisse AG - VelocityShares 3x Inverse Gold ETN,G,N,N,100.0,N,N
883,DGLY,"Digital Ally, Inc. - Common Stock",S,N,D,100.0,N,N
884,DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,G,N,N,100.0,Y,N
885,DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,G,N,N,100.0,Y,N
886,DGRW,WisdomTree U.S. Quality Dividend Growth Fund,G,N,N,100.0,Y,N
887,DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,Q,N,N,100.0,N,N
888,DHCNI,Diversified Healthcare Trust  - 5.625% Senior Notes due 2042,Q,N,N,100.0,N,N
889,DHCNL,Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046,Q,N,N,100.0,N,N
890,DHIL,"Diamond Hill Investment Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
891,DINT,Davis Select International ETF,G,N,N,100.0,Y,N
892,DIOD,Diodes Incorporated - Common Stock,Q,N,N,100.0,N,N
893,DISCA,"Discovery, Inc. - Series A Common Stock",Q,N,N,100.0,N,N
894,DISCB,"Discovery, Inc. - Series B Common Stock",Q,N,N,100.0,N,N
895,DISCK,"Discovery, Inc. - Series C Common Stock",Q,N,N,100.0,N,N
896,DISH,DISH Network Corporation - Class A Common Stock,Q,N,N,100.0,N,N
897,DJCO,Daily Journal Corp. (S.C.) - Common Stock,S,N,N,100.0,N,N
898,DKNG,DraftKings Inc. - Class A Common Stock,Q,N,N,100.0,N,N
899,DKNGW,DraftKings Inc. - Warrant,Q,N,N,100.0,N,N
900,DLHC,DLH Holdings Corp. - Common Stock,S,N,N,100.0,N,N
901,DLPN,"Dolphin Entertainment, Inc. - Common Stock",S,N,D,100.0,N,N
902,DLPNW,"Dolphin Entertainment, Inc. - Warrant",S,N,N,100.0,N,N
903,DLTH,Duluth Holdings Inc. - Class B Common Stock,Q,N,N,100.0,N,N
904,DLTR,"Dollar Tree, Inc. - Common Stock",Q,N,N,100.0,N,N
905,DMAC,DiaMedica Therapeutics Inc. - Common Stock,S,N,N,100.0,N,N
906,DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100.0,N,N
907,DMPI,"DelMar Pharmaceuticals, Inc. - Common Stock",S,N,D,100.0,N,N
908,DMRC,Digimarc Corporation - Common Stock,Q,N,N,100.0,N,N
909,DMTK,"DermTech, Inc. - Common Stock",S,N,N,100.0,N,N
910,DNJR,Golden Bull Limited - Ordinary Share,S,N,D,100.0,N,N
911,DNKN,"Dunkin' Brands Group, Inc. - Common Stock",Q,N,N,100.0,N,N
912,DNLI,Denali Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N
913,DOCU,"DocuSign, Inc. - Common Stock",Q,N,N,100.0,N,N
914,DOGZ,Dogness (International) Corporation - Class A Common Stock,G,N,D,100.0,N,N
915,DOMO,"Domo, Inc. - Class B Common Stock",G,N,N,100.0,N,N
916,DOOO,BRP Inc. - Common Subordinate Voting Shares,Q,N,N,100.0,N,N
917,DORM,"Dorman Products, Inc. - Common Stock",Q,N,N,100.0,N,N
918,DOX,Amdocs Limited - Ordinary Shares,Q,N,N,100.0,N,N
919,DOYU,DouYu International Holdings Limited - American Depositary Shares,Q,N,N,100.0,N,N
920,DPHC,DiamondPeak Holdings Corp. - Class A Common Stock,S,N,N,100.0,N,N
921,DPHCU,DiamondPeak Holdings Corp. - Units,S,N,N,100.0,N,N
922,DPHCW,DiamondPeak Holdings Corp. - Warrant,S,N,N,100.0,N,N
923,DRAD,Digirad Corporation - Common Stock,G,N,N,100.0,N,N
924,DRADP,Digirad Corporation - Series A Cumulative Perpetual Preferred Stock,G,N,N,100.0,N,N
925,DRIO,DarioHealth Corp. - Common Stock,S,N,N,100.0,N,N
926,DRIOW,DarioHealth Corp. - Warrant,S,N,N,100.0,N,N
927,DRIV,Global X Autonomous &amp; Electric Vehicles ETF,G,N,N,100.0,Y,N
928,DRNA,"Dicerna Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
929,DRRX,DURECT Corporation - Common Stock,S,N,N,100.0,N,N
930,DRTT,DIRTT Environmental Solutions Ltd. - Common Shares,Q,N,N,100.0,N,N
931,DSGX,The Descartes Systems Group Inc. - Common Stock,Q,N,N,100.0,N,N
932,DSKE,"Daseke, Inc. - Common Stock",S,N,N,100.0,N,N
933,DSKEW,"Daseke, Inc. - Warrant",S,N,N,100.0,N,N
934,DSLV,Credit Suisse AG - VelocityShares 3x Inverse Silver ETN,G,N,N,100.0,N,N
935,DSPG,"DSP Group, Inc. - Common Stock",Q,N,N,100.0,N,N
936,DSWL,"Deswell Industries, Inc. - Common Shares",G,N,N,100.0,N,N
937,DTEA,DAVIDsTEA Inc. - Common Stock,G,N,D,100.0,N,N
938,DTIL,"Precision BioSciences, Inc. - Common Stock",Q,N,N,100.0,N,N
939,DTSS,Datasea Inc. - Common Stock,S,N,N,100.0,N,N
940,DUO,Fangdd Network Group Ltd. - American Depositary Shares,G,N,N,100.0,N,N
941,DUOT,"Duos Technologies Group, Inc. - Common Stock",S,N,N,100.0,N,N
942,DUSA,Davis Select U.S. Equity ETF,G,N,N,100.0,Y,N
943,DVAX,Dynavax Technologies Corporation - Common Stock,S,N,N,100.0,N,N
944,DVLU,First Trust Dorsey Wright Momentum &amp; Value ETF,G,N,N,100.0,Y,N
945,DVOL,First Trust Dorsey Wright Momentum &amp; Low Volatility ETF,G,N,N,100.0,Y,N
946,DVY,iShares Select Dividend ETF,G,N,N,100.0,Y,N
947,DWAS,Invesco DWA SmallCap Momentum ETF,G,N,N,100.0,Y,N
948,DWAT,Arrow DWA Tactical ETF,G,N,N,100.0,Y,N
949,DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,G,N,N,100.0,Y,N
950,DWCR,Arrow DWA Country Rotation ETF,G,N,N,100.0,Y,N
951,DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,G,N,N,100.0,Y,N
952,DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,G,N,N,100.0,Y,N
953,DWLD,Davis Select Worldwide ETF,G,N,N,100.0,Y,N
954,DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,G,N,N,100.0,Y,N
955,DWPP,First Trust Dorsey Wright People's Portfolio ETF,G,N,N,100.0,Y,N
956,DWSH,AdvisorShares Dorsey Wright Short ETF,G,N,N,100.0,Y,N
957,DWSN,Dawson Geophysical Company - Common Stock,Q,N,N,100.0,N,N
958,DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,G,N,N,100.0,Y,N
959,DXCM,"DexCom, Inc. - Common Stock",Q,N,N,100.0,N,N
960,DXGE,WisdomTree Germany Hedged Equity Fund,G,N,N,100.0,Y,N
961,DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,G,N,N,100.0,Y,N
962,DXLG,"Destination XL Group, Inc. - Common Stock",Q,N,D,100.0,N,N
963,DXPE,"DXP Enterprises, Inc. - Common Stock",Q,N,N,100.0,N,N
964,DXYN,"The Dixie Group, Inc. - Common Stock",G,N,N,100.0,N,N
965,DYAI,"Dyadic International, Inc. - Common Stock",S,N,N,100.0,N,N
966,DYNT,Dynatronics Corporation - Common Stock,S,N,N,100.0,N,N
967,DZSI,"DASAN Zhone Solutions, Inc. - Common Stock",S,N,D,100.0,N,N
968,EA,Electronic Arts Inc. - Common Stock,Q,N,N,100.0,N,N
969,EARS,Auris Medical Holding Ltd. - Common Shares,S,N,D,100.0,N,N
970,EAST,"Eastside Distilling, Inc. - Common Stock",S,N,N,100.0,N,N
971,EBAY,eBay Inc. - Common Stock,Q,N,N,100.0,N,N
972,EBAYL,eBay Inc. - 6.0% Notes Due 2056,Q,N,N,100.0,N,N
973,EBIX,"Ebix, Inc. - Common Stock",Q,N,N,100.0,N,N
974,EBIZ,Global X E-commerce ETF,G,N,N,100.0,Y,N
975,EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",G,N,N,100.0,N,N
976,EBSB,"Meridian Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
977,EBTC,Enterprise Bancorp Inc - Common Stock,Q,N,N,100.0,N,N
978,ECHO,"Echo Global Logistics, Inc. - Common Stock",Q,N,N,100.0,N,N
979,ECOL,"US Ecology, Inc. - Common Stock",Q,N,N,100.0,N,N
980,ECOLW,"US Ecology, Inc. - warrant",S,N,N,100.0,N,N
981,ECOR,"electroCore, Inc. - Common Stock",Q,N,N,100.0,N,N
982,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,G,N,N,100.0,Y,N
983,ECPG,Encore Capital Group Inc - Common Stock,Q,N,N,100.0,N,N
984,EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",G,N,N,100.0,N,N
985,EDIT,"Editas Medicine, Inc. - Common Stock",Q,N,N,100.0,N,N
986,EDNT,"Edison Nation, Inc. - Common Stock",S,N,N,100.0,N,N
987,EDRY,EuroDry Ltd. - Common Shares,S,N,N,100.0,N,N
988,EDSA,"Edesa Biotech, Inc. - Common Shares",S,N,N,100.0,N,N
989,EDUC,Educational Development Corporation - Common Stock,G,N,N,100.0,N,N
990,EEFT,"Euronet Worldwide, Inc. - Common Stock",Q,N,N,100.0,N,N
991,EEMA,iShares MSCI Emerging Markets Asia ETF,G,N,N,100.0,Y,N
992,EFAS,Global X MSCI SuperDividend EAFE ETF,G,N,N,100.0,Y,N
993,EFOI,"Energy Focus, Inc. - Common Stock",S,N,D,100.0,N,N
994,EFSC,Enterprise Financial Services Corporation - Common Stock,Q,N,N,100.0,N,N
995,EGAN,eGain Corporation - Common Stock,S,N,N,100.0,N,N
996,EGBN,"Eagle Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
997,EGLE,Eagle Bulk Shipping Inc. - Common Stock,Q,N,N,100.0,N,N
998,EGOV,NIC Inc. - Common Stock,Q,N,N,100.0,N,N
999,EGRX,"Eagle Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
1000,EH,EHang Holdings Limited - ADS,G,N,N,100.0,N,N
1001,EHTH,"eHealth, Inc. - Common Stock",Q,N,N,100.0,N,N
1002,EIDX,"Eidos Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
1003,EIGI,"Endurance International Group Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
1004,EIGR,"Eiger BioPharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
1005,EKSO,"Ekso Bionics Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
1006,ELGX,"Endologix, Inc. - Common Stock",Q,N,D,100.0,N,N
1007,ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
1008,ELSE,"Electro-Sensors, Inc. - Common Stock",S,N,N,100.0,N,N
1009,ELTK,Eltek Ltd. - Ordinary Shares,S,N,N,100.0,N,N
